;New Bullards Bar Storage (AF),,
1980,1,757874
1980,2,757874
1980,3,757874
1980,4,757874
1980,5,757874
1980,6,796060
1980,7,796060
1980,8,796060
1980,9,796060
1980,10,776359
1980,11,776359
1980,12,776359
1980,13,776359
1980,14,766215
1980,15,766215
1980,16,766215
1980,17,766215
1980,18,766215
1980,19,826303
1980,20,826303
1980,21,826303
1980,22,826303
1980,23,816936
1980,24,816936
1980,25,816936
1980,26,816936
1980,27,681596
1980,28,681596
1980,29,681596
1980,30,681596
1980,31,681596
1980,32,509969
1980,33,509969
1980,34,509969
1980,35,509969
1980,36,339226
1980,37,339226
1980,38,339226
1980,39,339226
1980,40,339226
1980,41,259701
1980,42,259701
1980,43,259701
1980,44,259701
1980,45,213124
1980,46,213124
1980,47,213124
1980,48,213124
1980,49,178703
1980,50,178703
1980,51,178703
1980,52,178703
1981,1,202134
1981,2,202134
1981,3,202134
1981,4,202134
1981,5,202134
1981,6,264247
1981,7,264247
1981,8,264247
1981,9,264247
1981,10,259269
1981,11,259269
1981,12,259269
1981,13,259269
1981,14,450391
1981,15,450391
1981,16,450391
1981,17,450391
1981,18,450391
1981,19,489335
1981,20,489335
1981,21,489335
1981,22,489335
1981,23,470068
1981,24,470068
1981,25,470068
1981,26,470068
1981,27,431458
1981,28,431458
1981,29,431458
1981,30,431458
1981,31,431458
1981,32,398605
1981,33,398605
1981,34,398605
1981,35,398605
1981,36,375993
1981,37,375993
1981,38,375993
1981,39,375993
1981,40,371144
1981,41,371144
1981,42,371144
1981,43,371144
1981,44,371144
1981,45,614134
1981,46,614134
1981,47,614134
1981,48,614134
1981,49,830761
1981,50,830761
1981,51,830761
1981,52,830761
1982,1,761893
1982,2,761893
1982,3,761893
1982,4,761893
1982,5,761893
1982,6,802415
1982,7,802415
1982,8,802415
1982,9,802415
1982,10,846412
1982,11,846412
1982,12,846412
1982,13,846412
1982,14,895801
1982,15,895801
1982,16,895801
1982,17,895801
1982,18,895801
1982,19,963892
1982,20,963892
1982,21,963892
1982,22,963892
1982,23,948420
1982,24,948420
1982,25,948420
1982,26,948420
1982,27,825126
1982,28,825126
1982,29,825126
1982,30,825126
1982,31,825126
1982,32,674924
1982,33,674924
1982,34,674924
1982,35,674924
1982,36,573514
1982,37,573514
1982,38,573514
1982,39,573514
1982,40,448528
1982,41,448528
1982,42,448528
1982,43,448528
1982,44,448528
1982,45,456465
1982,46,456465
1982,47,456465
1982,48,456465
1982,49,514441
1982,50,514441
1982,51,514441
1982,52,514441
1983,1,556824
1983,2,556824
1983,3,556824
1983,4,556824
1983,5,556824
1983,6,722717
1983,7,722717
1983,8,722717
1983,9,722717
1983,10,794667
1983,11,794667
1983,12,794667
1983,13,794667
1983,14,848701
1983,15,848701
1983,16,848701
1983,17,848701
1983,18,848701
1983,19,924880
1983,20,924880
1983,21,924880
1983,22,924880
1983,23,965718
1983,24,965718
1983,25,965718
1983,26,965718
1983,27,914790
1983,28,914790
1983,29,914790
1983,30,914790
1983,31,914790
1983,32,793739
1983,33,793739
1983,34,793739
1983,35,793739
1983,36,692553
1983,37,692553
1983,38,692553
1983,39,692553
1983,40,575471
1983,41,575471
1983,42,575471
1983,43,575471
1983,44,575471
1983,45,734368
1983,46,734368
1983,47,734368
1983,48,734368
1983,49,801990
1983,50,801990
1983,51,801990
1983,52,801990
1984,1,742662
1984,2,742662
1984,3,742662
1984,4,742662
1984,5,742662
1984,6,735613
1984,7,735613
1984,8,735613
1984,9,735613
1984,10,796906
1984,11,796906
1984,12,796906
1984,13,796906
1984,14,850906
1984,15,850906
1984,16,850906
1984,17,850906
1984,18,850906
1984,19,954607
1984,20,954607
1984,21,954607
1984,22,954607
1984,23,918362
1984,24,918362
1984,25,918362
1984,26,918362
1984,27,796906
1984,28,796906
1984,29,796906
1984,30,796906
1984,31,796906
1984,32,624861
1984,33,624861
1984,34,624861
1984,35,624861
1984,36,476213
1984,37,476213
1984,38,476213
1984,39,476213
1984,40,476213
1984,41,420003
1984,42,420003
1984,43,420003
1984,44,420003
1984,45,443721
1984,46,443721
1984,47,443721
1984,48,443721
1984,49,392812
1984,50,392812
1984,51,392812
1984,52,392812
1985,1,358554
1985,2,358554
1985,3,358554
1985,4,358554
1985,5,358554
1985,6,407827
1985,7,407827
1985,8,407827
1985,9,407827
1985,10,477742
1985,11,477742
1985,12,477742
1985,13,477742
1985,14,614420
1985,15,614420
1985,16,614420
1985,17,614420
1985,18,614420
1985,19,666408
1985,20,666408
1985,21,666408
1985,22,666408
1985,23,635777
1985,24,635777
1985,25,635777
1985,26,635777
1985,27,577741
1985,28,577741
1985,29,577741
1985,30,577741
1985,31,577741
1985,32,539154
1985,33,539154
1985,34,539154
1985,35,539154
1985,36,531369
1985,37,531369
1985,38,531369
1985,39,531369
1985,40,510542
1985,41,510542
1985,42,510542
1985,43,510542
1985,44,510542
1985,45,507361
1985,46,507361
1985,47,507361
1985,48,507361
1985,49,533366
1985,50,533366
1985,51,533366
1985,52,533366
1986,1,621970
1986,2,621970
1986,3,621970
1986,4,621970
1986,5,621970
1986,6,818536
1986,7,818536
1986,8,818536
1986,9,818536
1986,10,815647
1986,11,815647
1986,12,815647
1986,13,815647
1986,14,868683
1986,15,868683
1986,16,868683
1986,17,868683
1986,18,868683
1986,19,957711
1986,20,957711
1986,21,957711
1986,22,957711
1986,23,946522
1986,24,946522
1986,25,946522
1986,26,946522
1986,27,852673
1986,28,852673
1986,29,852673
1986,30,852673
1986,31,852673
1986,32,783574
1986,33,783574
1986,34,783574
1986,35,783574
1986,36,705771
1986,37,705771
1986,38,705771
1986,39,705771
1986,40,663923
1986,41,663923
1986,42,663923
1986,43,663923
1986,44,663923
1986,45,634972
1986,46,634972
1986,47,634972
1986,48,634972
1986,49,615854
1986,50,615854
1986,51,615854
1986,52,615854
1987,1,605649
1987,2,605649
1987,3,605649
1987,4,605649
1987,5,605649
1987,6,671207
1987,7,671207
1987,8,671207
1987,9,671207
1987,10,768401
1987,11,768401
1987,12,768401
1987,13,768401
1987,14,813975
1987,15,813975
1987,16,813975
1987,17,813975
1987,18,813975
1987,19,811235
1987,20,811235
1987,21,811235
1987,22,811235
1987,23,771794
1987,24,771794
1987,25,771794
1987,26,771794
1987,27,733286
1987,28,733286
1987,29,733286
1987,30,733286
1987,31,733286
1987,32,648216
1987,33,648216
1987,34,648216
1987,35,648216
1987,36,614600
1987,37,614600
1987,38,614600
1987,39,614600
1987,40,584242
1987,41,584242
1987,42,584242
1987,43,584242
1987,44,584242
