"Date","CFS"
2006-07-01,326.995967741935
2006-08-01,185.142204301075
2006-09-01,142.533415750916
2006-10-01,134.083344086021
2006-11-01,180.079887706856
2006-12-01,369.862634408602
2007-01-01,294.697222222222
2007-02-01,704.916964285714
2007-03-01,732.753740065451
2007-04-01,693.314166666667
2007-05-01,689.63252688172
2007-06-01,233.813333333333
2007-07-01,128.902688172043
2007-08-01,102.734139784946
2007-09-01,96.8502777777778
2007-10-01,124.67540460956
2007-11-01,112.125159637762
2007-12-01,129.080655208445
2008-01-01,242.938393608074
2008-02-01,296.716666666667
2008-03-01,530.890534136546
2008-04-01,722.338648459384
2008-05-01,1105.54543010753
2008-06-01,317.037687134503
2008-07-01,130.625449493672
2008-08-01,98.1056451612903
2008-09-01,84.1172729468599
2008-10-01,89.3459677419355
2008-11-01,167.409
2008-12-01,119.154616643291
2009-01-01,244.660483870968
2009-02-01,581.370018115942
2009-03-01,1018.99482234689
2009-04-01,869.474166666667
2009-05-01,1689.93413978495
2009-06-01,402.075
2009-07-01,159.675631136045
2009-08-01,114.459291725105
2009-09-01,93.4674879227053
2009-10-01,118.704978962132
2009-11-01,104.259166666667
2009-12-01,141.440322580645
2010-01-01,315.736021505376
2010-02-01,370.302678571429
2010-03-01,548.416315116273
2010-04-01,903.218055555556
2010-05-01,1292.25806451613
2010-06-01,1689.62138888889
2010-07-01,357.287330528284
2010-08-01,158.991397849462
2010-09-01,123.322777777778
2010-10-01,230.593426197458
2010-11-01,255.967634782609
2010-12-01,1332.20403225806
2011-01-01,622.701075268817
2011-02-01,537.109821428572
2011-03-01,1307.16922627396
2011-04-01,1859.69444444444
2011-05-01,1875.27688172043
2011-06-01,2458.57777777778
2011-07-01,1083.83655913978
2011-08-01,290.580107526882
2011-09-01,180.738055555556
2011-10-01,192.241257597008
2011-11-01,171.649344444444
2011-12-01,143.838172043011
2012-01-01,253.399462365591
2012-02-01,198.469315342329
2012-03-01,978.065938796216
2012-04-01,1436.07135964912
2012-05-01,1164.88844086022
2012-06-01,378.529722222222
2012-07-01,169.860121552127
2012-08-01,117.573585787751
2012-09-01,96.0866666666667
2012-10-01,106.14435483871
2012-11-01,509.729511111111
2012-12-01,1350.92931276297
2013-01-01,430.413183730715
2013-02-01,376.904192546584
2013-03-01,507.050637181409
2013-04-01,693.813333333333
2013-05-01,387.35188172043
2013-06-01,184.293333333333
2013-07-01,111.776283385362
2013-08-01,85.0228494623656
2013-09-01,90.7819086021506
2013-10-01,85.6295698924731
2013-11-01,92.4306565656566
2013-12-01,93.7153225806452
2014-01-01,96.0975806451613
2014-02-01,500.82380952381
2014-03-01,651.422475455821
2014-04-01,628.5325
2014-05-01,340.636290322581
2014-06-01,136.105555555556
2014-07-01,93.7018817204301
2014-08-01,79.6886290322581
2014-09-01,70.5689166666667
2014-10-01,77.8846774193548
2014-11-01,104.27245
2014-12-01,665.187365591398
2015-01-01,257.884677419355
2015-02-01,719.290773809524
2015-03-01,244.02662459093
2015-04-01,200.596944444444
2015-05-01,161.988172043011
2015-06-01,99.91075
2015-07-01,73.8290053763441
2015-08-01,57.9019722222222
2015-09-01,55.3304748538012
2015-10-01,63.2928494623656
2015-11-01,79.6216344444445
2015-12-01,316.658924731183
2016-01-01,897.945161290323
2016-02-01,768.658908045977
2016-03-01,2133.04002592984
2016-04-01,1339.41388888889
2016-05-01,1129.11666666667
2016-06-01,469.449166666667
2016-07-01,174.24435483871
2016-08-01,116.619623655914
2016-09-01,97.4425
2016-10-01,302.395161290323
2016-11-01,364.562511111111
2016-12-01,1391.17768817204
2017-01-01,2495.44872519676
2017-02-01,4211.82738095238
2017-03-01,1758.11968209444
2017-04-01,2493.97707602339
2017-05-01,2707.0564516129
2017-06-01,1595.70305555556
2017-07-01,419.330107526882
2017-08-01,205.860215053763
2017-09-01,162.108611111111
2017-10-01,143.725
2017-11-01,719.922188888889
2017-12-01,293.217741935484
2018-01-01,603.789516129032
2018-02-01,337.28832698099
2018-03-01,1433.97660121552
2018-04-01,1794.71340388007
